SupplierName,SupplierTransactionID,SupplierID,PurchaseOrderID,SupplierInvoiceNumber,TransactionDate,AmountExcludingTax,TaxAmount,FinalizationDate
"Litware, Inc.",147044,7,955,9948,8/4/2014,244862.3,36729.35,8/4/2014
"Fabrikam, Inc.",147412,4,956,6149,8/5/2014,685512,102826.8,8/11/2014
"Litware, Inc.",147416,7,957,8560,8/5/2014,246211.4,36931.71,8/11/2014
"Fabrikam, Inc.",147742,4,958,6431,8/6/2014,685938,102890.7,8/11/2014
"Litware, Inc.",147746,7,959,6892,8/6/2014,247168.9,37075.34,8/11/2014
"Fabrikam, Inc.",147940,4,960,7306,8/7/2014,687462,103119.3,8/11/2014
"Litware, Inc.",147944,7,961,2796,8/7/2014,248614.9,37292.24,8/11/2014
"Fabrikam, Inc.",148267,4,962,5873,8/8/2014,690624,103593.6,8/11/2014
"Litware, Inc.",148271,7,963,1358,8/8/2014,248401.2,37260.18,8/11/2014
"Fabrikam, Inc.",148897,4,964,5744,8/11/2014,697782,104667.3,8/11/2014
"Litware, Inc.",148901,7,965,2257,8/11/2014,248364.4,37254.66,8/11/2014
"Fabrikam, Inc.",148905,4,966,254,8/11/2014,3180,477,8/11/2014
"Litware, Inc.",148907,7,967,8723,8/11/2014,850,127.5,8/11/2014
"Fabrikam, Inc.",149231,4,968,4287,8/12/2014,701694,105254.1,8/18/2014
"Litware, Inc.",149235,7,969,3123,8/12/2014,248726.5,37308.98,8/18/2014
"Fabrikam, Inc.",149594,4,970,1612,8/13/2014,703662,105549.3,8/18/2014
"Litware, Inc.",149598,7,971,1995,8/13/2014,249653.4,37448.01,8/18/2014
"Fabrikam, Inc.",149833,4,972,7586,8/14/2014,704808,105721.2,8/18/2014
"Litware, Inc.",149837,7,973,9237,8/14/2014,250909.1,37636.37,8/18/2014
"Fabrikam, Inc.",150110,4,974,3513,8/15/2014,707124,106068.6,8/18/2014
"Litware, Inc.",150114,7,975,5578,8/15/2014,250426.6,37563.99,8/18/2014
"Fabrikam, Inc.",150643,4,976,3582,8/18/2014,710448,106567.2,8/18/2014
"Litware, Inc.",150647,7,977,9616,8/18/2014,249914.8,37487.22,8/18/2014
"Fabrikam, Inc.",150649,4,978,6102,8/18/2014,96,14.4,8/18/2014
"Litware, Inc.",150652,7,979,5776,8/18/2014,745.8,111.87,8/18/2014
"Fabrikam, Inc.",150938,4,980,3381,8/19/2014,709506,106425.9,8/25/2014
"Litware, Inc.",150942,7,981,1175,8/19/2014,250315.3,37547.3,8/25/2014
"Fabrikam, Inc.",151334,4,982,1120,8/20/2014,711888,106783.2,8/25/2014
"Litware, Inc.",151338,7,983,9584,8/20/2014,250326.4,37548.96,8/25/2014
"Fabrikam, Inc.",151758,4,984,3840,8/21/2014,714912,107236.8,8/25/2014
"Litware, Inc.",151762,7,985,9197,8/21/2014,251094.3,37664.15,8/25/2014
"Fabrikam, Inc.",151953,4,986,3205,8/22/2014,715134,107270.1,8/25/2014
"Litware, Inc.",151957,7,987,1135,8/22/2014,251215,37682.25,8/25/2014
"Fabrikam, Inc.",152356,4,988,9702,8/25/2014,714474,107171.1,8/25/2014
"Litware, Inc.",152360,7,989,8406,8/25/2014,251130.7,37669.61,8/25/2014
"Fabrikam, Inc.",152364,4,990,2280,8/25/2014,1482,222.3,8/25/2014
"Litware, Inc.",152367,7,991,4683,8/25/2014,2990,448.5,8/25/2014
"Fabrikam, Inc.",152678,4,992,2620,8/26/2014,715440,107316,9/1/2014
"Litware, Inc.",152682,7,993,7443,8/26/2014,255380,38307,9/1/2014
"Fabrikam, Inc.",153005,4,994,6591,8/27/2014,715284,107292.6,9/1/2014
"Litware, Inc.",153009,7,995,9182,8/27/2014,257414.7,38612.21,9/1/2014
"Fabrikam, Inc.",153296,4,996,132,8/28/2014,714792,107218.8,9/1/2014
"Litware, Inc.",153300,7,997,6412,8/28/2014,257085.8,38562.87,9/1/2014
"Fabrikam, Inc.",153597,4,998,8717,8/29/2014,717420,107613,9/1/2014
"Litware, Inc.",153601,7,999,8960,8/29/2014,256976.2,38546.43,9/1/2014
"Fabrikam, Inc.",154091,4,1000,6133,9/1/2014,718560,107784,9/1/2014
"Litware, Inc.",154095,7,1001,113,9/1/2014,257537.3,38630.6,9/1/2014
"Fabrikam, Inc.",154097,4,1002,1496,9/1/2014,588,88.2,9/1/2014
"Fabrikam, Inc.",154312,4,1003,2236,9/2/2014,718860,107829,9/8/2014
"Litware, Inc.",154316,7,1004,2067,9/2/2014,257257.7,38588.66,9/8/2014
"Fabrikam, Inc.",154648,4,1005,7165,9/3/2014,718320,107748,9/8/2014
"Litware, Inc.",154652,7,1006,2832,9/3/2014,257315.9,38597.39,9/8/2014
"Fabrikam, Inc.",155097,4,1007,5139,9/4/2014,722742,108411.3,9/8/2014
"Litware, Inc.",155101,7,1008,6367,9/4/2014,260546.1,39081.92,9/8/2014
"Fabrikam, Inc.",155316,4,1009,531,9/5/2014,721914,108287.1,9/8/2014
"Litware, Inc.",155320,7,1010,5176,9/5/2014,259986.8,38998.02,9/8/2014
"Fabrikam, Inc.",155663,4,1011,5365,9/8/2014,722286,108342.9,9/8/2014
"Litware, Inc.",155667,7,1012,6628,9/8/2014,262140.1,39321.02,9/8/2014
"Fabrikam, Inc.",155670,4,1013,7451,9/8/2014,792,118.8,9/8/2014
"Fabrikam, Inc.",155868,4,1014,9194,9/9/2014,722310,108346.5,9/15/2014
"Litware, Inc.",155872,7,1015,8360,9/9/2014,261098.3,39164.75,9/15/2014
"Fabrikam, Inc.",156218,4,1016,574,9/10/2014,722970,108445.5,9/15/2014
"Litware, Inc.",156222,7,1017,6208,9/10/2014,260873.5,39131.03,9/15/2014
"Fabrikam, Inc.",156650,4,1018,7609,9/11/2014,726384,108957.6,9/15/2014
"Litware, Inc.",156654,7,1019,1921,9/11/2014,260868,39130.2,9/15/2014
"Fabrikam, Inc.",156902,4,1020,5391,9/12/2014,728310,109246.5,9/15/2014
"Litware, Inc.",156906,7,1021,2814,9/12/2014,260308.7,39046.31,9/15/2014
"Fabrikam, Inc.",157534,4,1022,339,9/15/2014,728334,109250.1,9/15/2014
"Litware, Inc.",157538,7,1023,830,9/15/2014,261252.2,39187.83,9/15/2014
"Fabrikam, Inc.",157541,4,1024,9392,9/15/2014,3132,469.8,9/15/2014
"Litware, Inc.",157544,7,1025,7297,9/15/2014,1842.5,276.38,9/15/2014
"Fabrikam, Inc.",157783,4,1026,4722,9/16/2014,733206,109980.9,9/22/2014
"Litware, Inc.",157787,7,1027,5557,9/16/2014,265189.3,39778.4,9/22/2014
"Fabrikam, Inc.",157981,4,1028,9131,9/17/2014,733596,110039.4,9/22/2014
"Litware, Inc.",157985,7,1029,7555,9/17/2014,265355.6,39803.34,9/22/2014
"Fabrikam, Inc.",158303,4,1030,4217,9/18/2014,733392,110008.8,9/22/2014
"Litware, Inc.",158307,7,1031,2120,9/18/2014,265618.8,39842.82,9/22/2014
"Fabrikam, Inc.",158513,4,1032,5330,9/19/2014,733656,110048.4,9/22/2014
"Litware, Inc.",158517,7,1033,1958,9/19/2014,265909.5,39886.43,9/22/2014
"Fabrikam, Inc.",158883,4,1034,5461,9/22/2014,734004,110100.6,9/22/2014
"Litware, Inc.",158887,7,1035,707,9/22/2014,265836.3,39875.45,9/22/2014
"Fabrikam, Inc.",158889,4,1036,4025,9/22/2014,504,75.6,9/22/2014
"Fabrikam, Inc.",159273,4,1037,7147,9/23/2014,734610,110191.5,9/29/2014
"Litware, Inc.",159277,7,1038,9852,9/23/2014,266362.7,39954.41,9/29/2014
"Fabrikam, Inc.",159731,4,1039,6926,9/24/2014,736614,110492.1,9/29/2014
"Litware, Inc.",159735,7,1040,9250,9/24/2014,266181.8,39927.27,9/29/2014
"Fabrikam, Inc.",159958,4,1041,4918,9/25/2014,737730,110659.5,9/29/2014
"Litware, Inc.",159962,7,1042,1251,9/25/2014,265622.5,39843.38,9/29/2014
"Fabrikam, Inc.",160396,4,1043,5198,9/26/2014,743904,111585.6,9/29/2014
"Litware, Inc.",160400,7,1044,8575,9/26/2014,267203.5,40080.53,9/29/2014
"Fabrikam, Inc.",161052,4,1045,9290,9/29/2014,746154,111923.1,9/29/2014
"Litware, Inc.",161056,7,1046,803,9/29/2014,269110.2,40366.53,9/29/2014
"Fabrikam, Inc.",161060,4,1047,5969,9/29/2014,1884,282.6,9/29/2014
"Litware, Inc.",161062,7,1048,5370,9/29/2014,237.5,35.63,9/29/2014
"Fabrikam, Inc.",161370,4,1049,9861,9/30/2014,748434,112265.1,10/6/2014
"Litware, Inc.",161374,7,1050,5476,9/30/2014,268524.8,40278.72,10/6/2014
"Fabrikam, Inc.",161594,4,1051,3847,10/1/2014,747870,112180.5,10/6/2014
"Litware, Inc.",161598,7,1052,6690,10/1/2014,267965.5,40194.83,10/6/2014
"Fabrikam, Inc.",161911,4,1053,4312,10/2/2014,751050,112657.5,10/6/2014
"Litware, Inc.",161915,7,1054,3629,10/2/2014,268356.2,40253.43,10/6/2014
"Fabrikam, Inc.",162146,4,1055,707,10/3/2014,752298,112844.7,10/6/2014
"Litware, Inc.",162150,7,1056,9243,10/3/2014,267950.5,40192.58,10/6/2014
"Fabrikam, Inc.",162550,4,1057,4134,10/6/2014,752970,112945.5,10/6/2014
"Litware, Inc.",162554,7,1058,7727,10/6/2014,270498.7,40574.81,10/6/2014
"Fabrikam, Inc.",162561,4,1059,3305,10/6/2014,4296,644.4,10/6/2014
"Litware, Inc.",162564,7,1060,6245,10/6/2014,720,108,10/6/2014
"Fabrikam, Inc.",163046,4,1061,9077,10/7/2014,760626,114093.9,10/13/2014
"Litware, Inc.",163050,7,1062,1837,10/7/2014,274344.6,41151.69,10/13/2014
"Fabrikam, Inc.",163311,4,1063,4561,10/8/2014,762114,114317.1,10/13/2014
"Litware, Inc.",163315,7,1064,92,10/8/2014,275315.3,41297.3,10/13/2014
"Fabrikam, Inc.",163603,4,1065,4625,10/9/2014,762396,114359.4,10/13/2014
"Litware, Inc.",163607,7,1066,1106,10/9/2014,275167.3,41275.1,10/13/2014
"Fabrikam, Inc.",164056,4,1067,7223,10/10/2014,765528,114829.2,10/13/2014
"Litware, Inc.",164060,7,1068,7195,10/10/2014,276423,41463.45,10/13/2014
"Fabrikam, Inc.",164635,4,1069,9043,10/13/2014,766596,114989.4,10/13/2014
"Litware, Inc.",164639,7,1070,351,10/13/2014,275863.7,41379.56,10/13/2014
"Fabrikam, Inc.",164644,4,1071,4251,10/13/2014,2472,370.8,10/13/2014
"Litware, Inc.",164646,7,1072,8085,10/13/2014,115.2,17.28,10/13/2014
"Fabrikam, Inc.",164917,4,1073,1749,10/14/2014,772152,115822.8,10/20/2014
"Litware, Inc.",164921,7,1074,6866,10/14/2014,275836.4,41375.46,10/20/2014
"Fabrikam, Inc.",165255,4,1075,6738,10/15/2014,775176,116276.4,10/20/2014
"Litware, Inc.",165259,7,1076,4212,10/15/2014,276489.1,41473.37,10/20/2014
"Fabrikam, Inc.",165570,4,1077,6240,10/16/2014,778716,116807.4,10/20/2014
"Litware, Inc.",165574,7,1078,8420,10/16/2014,276167.3,41425.1,10/20/2014
"Fabrikam, Inc.",165993,4,1079,634,10/17/2014,780084,117012.6,10/20/2014
"Litware, Inc.",165997,7,1080,2976,10/17/2014,277111.8,41566.77,10/20/2014
"Fabrikam, Inc.",166530,4,1081,6846,10/20/2014,781320,117198,10/20/2014
"Litware, Inc.",166534,7,1082,4653,10/20/2014,278762.5,41814.38,10/20/2014
"Fabrikam, Inc.",166536,4,1083,8920,10/20/2014,588,88.2,10/20/2014
"Litware, Inc.",166538,7,1084,7997,10/20/2014,510,76.5,10/20/2014
"Fabrikam, Inc.",166953,4,1085,8774,10/21/2014,782142,117321.3,10/27/2014
"Litware, Inc.",166957,7,1086,287,10/21/2014,282299.3,42344.9,10/27/2014
"Fabrikam, Inc.",167315,4,1087,1842,10/22/2014,786570,117985.5,10/27/2014
"Litware, Inc.",167319,7,1088,2635,10/22/2014,283322.5,42498.38,10/27/2014
"Fabrikam, Inc.",167630,4,1089,3718,10/23/2014,788496,118274.4,10/27/2014
"Litware, Inc.",167634,7,1090,9123,10/23/2014,283834.3,42575.15,10/27/2014
"Fabrikam, Inc.",167894,4,1091,1069,10/24/2014,789330,118399.5,10/27/2014
"Litware, Inc.",167898,7,1092,1454,10/24/2014,287458.8,43118.82,10/27/2014
"Fabrikam, Inc.",168329,4,1093,7260,10/27/2014,788898,118334.7,10/27/2014
"Litware, Inc.",168333,7,1094,3785,10/27/2014,288599.5,43289.93,10/27/2014
"Fabrikam, Inc.",168337,4,1095,4177,10/27/2014,2238,335.7,10/27/2014
"Litware, Inc.",168340,7,1096,8990,10/27/2014,2402,360.3,10/27/2014
"Fabrikam, Inc.",168720,4,1097,1967,10/28/2014,791856,118778.4,11/3/2014
"Litware, Inc.",168724,7,1098,4999,10/28/2014,290442.2,43566.33,11/3/2014
"Fabrikam, Inc.",169040,4,1099,6380,10/29/2014,794280,119142,11/3/2014
"Litware, Inc.",169044,7,1100,2470,10/29/2014,291582.9,43737.44,11/3/2014
"Fabrikam, Inc.",169489,4,1101,5964,10/30/2014,793248,118987.2,11/3/2014
"Litware, Inc.",169493,7,1102,7606,10/30/2014,291645.1,43746.77,11/3/2014
"Fabrikam, Inc.",169934,4,1103,8502,10/31/2014,795912,119386.8,11/3/2014
"Litware, Inc.",169938,7,1104,7337,10/31/2014,292750.8,43912.62,11/3/2014
"Fabrikam, Inc.",170630,4,1105,7239,11/3/2014,797820,119673,11/3/2014
"Litware, Inc.",170634,7,1106,4039,11/3/2014,292919.1,43937.87,11/3/2014
"Fabrikam, Inc.",170640,4,1107,1281,11/3/2014,4014,602.1,11/3/2014
"Litware, Inc.",170643,7,1108,2552,11/3/2014,312.5,46.88,11/3/2014
"Fabrikam, Inc.",171018,4,1109,8089,11/4/2014,803826,120573.9,11/10/2014
"Litware, Inc.",171022,7,1110,5169,11/4/2014,293429.2,44014.38,11/10/2014
"Fabrikam, Inc.",171388,4,1111,4123,11/5/2014,807114,121067.1,11/10/2014
"Litware, Inc.",171392,7,1112,886,11/5/2014,293724.9,44058.74,11/10/2014
"Fabrikam, Inc.",171825,4,1113,4065,11/6/2014,808578,121286.7,11/10/2014
"Litware, Inc.",171829,7,1114,1225,11/6/2014,296265.6,44439.84,11/10/2014
"Fabrikam, Inc.",172143,4,1115,4680,11/7/2014,810414,121562.1,11/10/2014
"Litware, Inc.",172147,7,1116,3807,11/7/2014,298375.1,44756.27,11/10/2014
"Fabrikam, Inc.",172685,4,1117,5242,11/10/2014,809814,121472.1,11/10/2014
"Litware, Inc.",172689,7,1118,6229,11/10/2014,300000.4,45000.06,11/10/2014
"Fabrikam, Inc.",172692,4,1119,186,11/10/2014,1596,239.4,11/10/2014
"Litware, Inc.",172695,7,1120,8741,11/10/2014,2772.5,415.88,11/10/2014
"Fabrikam, Inc.",173021,4,1121,4261,11/11/2014,811686,121752.9,11/17/2014
"Litware, Inc.",173025,7,1122,4302,11/11/2014,303913.4,45587.01,11/17/2014
"Fabrikam, Inc.",173422,4,1123,2737,11/12/2014,810900,121635,11/17/2014
"Litware, Inc.",173426,7,1124,71,11/12/2014,303686.6,45552.99,11/17/2014
"Fabrikam, Inc.",173791,4,1125,1587,11/13/2014,813378,122006.7,11/17/2014
"Litware, Inc.",173795,7,1126,6879,11/13/2014,305125.2,45768.78,11/17/2014
"Fabrikam, Inc.",174078,4,1127,9117,11/14/2014,813954,122093.1,11/17/2014
"Litware, Inc.",174082,7,1128,4420,11/14/2014,304757.9,45713.69,11/17/2014
"Fabrikam, Inc.",174614,4,1129,1442,11/17/2014,817230,122584.5,11/17/2014
"Litware, Inc.",174618,7,1130,2808,11/17/2014,307311.1,46096.67,11/17/2014
"Fabrikam, Inc.",174623,4,1131,7149,11/17/2014,1422,213.3,11/17/2014
"Litware, Inc.",174626,7,1132,7699,11/17/2014,312.5,46.88,11/17/2014
"Fabrikam, Inc.",174863,4,1133,43,11/18/2014,819852,122977.8,11/24/2014
"Litware, Inc.",174867,7,1134,4675,11/18/2014,308380.4,46257.06,11/24/2014
"Fabrikam, Inc.",175117,4,1135,8908,11/19/2014,821028,123154.2,11/24/2014
"Litware, Inc.",175121,7,1136,775,11/19/2014,308978.3,46346.75,11/24/2014
"Fabrikam, Inc.",175581,4,1137,8943,11/20/2014,824244,123636.6,11/24/2014
"Litware, Inc.",175585,7,1138,9905,11/20/2014,309605.4,46440.81,11/24/2014
"Fabrikam, Inc.",175807,4,1139,4641,11/21/2014,826806,124020.9,11/24/2014
"Litware, Inc.",175811,7,1140,3518,11/21/2014,309430.1,46414.52,11/24/2014
"Fabrikam, Inc.",176430,4,1141,6801,11/24/2014,827022,124053.3,11/24/2014
"Litware, Inc.",176434,7,1142,212,11/24/2014,312038.3,46805.75,11/24/2014
"Fabrikam, Inc.",176438,4,1143,2326,11/24/2014,2424,363.6,11/24/2014
"Litware, Inc.",176441,7,1144,7288,11/24/2014,1173.6,176.04,11/24/2014
"Fabrikam, Inc.",176844,4,1145,7507,11/25/2014,831930,124789.5,12/1/2014
"Litware, Inc.",176848,7,1146,8015,11/25/2014,315524.4,47328.66,12/1/2014
"Fabrikam, Inc.",177123,4,1147,8214,11/26/2014,831480,124722,12/1/2014
"Litware, Inc.",177127,7,1148,10,11/26/2014,316630.1,47494.52,12/1/2014
"Fabrikam, Inc.",177331,4,1149,5330,11/27/2014,830904,124635.6,12/1/2014
"Litware, Inc.",177335,7,1150,3105,11/27/2014,318735.8,47810.37,12/1/2014
"Fabrikam, Inc.",177533,4,1151,7104,11/28/2014,832872,124930.8,12/1/2014
"Litware, Inc.",177537,7,1152,8473,11/28/2014,321070.1,48160.52,12/1/2014
"Fabrikam, Inc.",177883,4,1153,562,12/1/2014,832248,124837.2,12/1/2014
"Litware, Inc.",177887,7,1154,2758,12/1/2014,320510.8,48076.62,12/1/2014
"Fabrikam, Inc.",177889,4,1155,7678,12/1/2014,252,37.8,12/1/2014
"Litware, Inc.",177892,7,1156,4648,12/1/2014,1250.4,187.56,12/1/2014
"Fabrikam, Inc.",178060,4,1157,5710,12/2/2014,831210,124681.5,12/8/2014
"Litware, Inc.",178064,7,1158,8912,12/2/2014,321106.9,48166.04,12/8/2014
"Fabrikam, Inc.",178538,4,1159,6220,12/3/2014,833724,125058.6,12/8/2014
"Litware, Inc.",178542,7,1160,431,12/3/2014,321953.2,48292.98,12/8/2014
"Fabrikam, Inc.",178893,4,1161,5977,12/4/2014,834972,125245.8,12/8/2014
"Litware, Inc.",178897,7,1162,743,12/4/2014,325402.7,48810.41,12/8/2014
"Fabrikam, Inc.",179097,4,1163,3278,12/5/2014,835080,125262,12/8/2014
"Litware, Inc.",179101,7,1164,868,12/5/2014,324985.9,48747.89,12/8/2014
"Fabrikam, Inc.",179402,4,1165,9899,12/8/2014,835794,125369.1,12/8/2014
"Litware, Inc.",179406,7,1166,5138,12/8/2014,325693.4,48854.01,12/8/2014
"Fabrikam, Inc.",179410,4,1167,6791,12/8/2014,2196,329.4,12/8/2014
"Fabrikam, Inc.",179855,4,1168,1157,12/9/2014,840534,126080.1,12/15/2014
"Litware, Inc.",179859,7,1169,1349,12/9/2014,328676.6,49301.49,12/15/2014
"Fabrikam, Inc.",180182,4,1170,8968,12/10/2014,843852,126577.8,12/15/2014
"Litware, Inc.",180186,7,1171,9852,12/10/2014,330842.9,49626.44,12/15/2014
"Fabrikam, Inc.",180558,4,1172,995,12/11/2014,845394,126809.1,12/15/2014
"Litware, Inc.",180562,7,1173,7124,12/11/2014,331261.5,49689.23,12/15/2014
"Fabrikam, Inc.",180844,4,1174,322,12/12/2014,844566,126684.9,12/15/2014
"Litware, Inc.",180848,7,1175,9674,12/12/2014,333592.2,50038.83,12/15/2014
"Fabrikam, Inc.",181328,4,1176,7276,12/15/2014,845016,126752.4,12/15/2014
"Litware, Inc.",181332,7,1177,2349,12/15/2014,334365.4,50154.81,12/15/2014
"Fabrikam, Inc.",181336,4,1178,9751,12/15/2014,1464,219.6,12/15/2014
"Litware, Inc.",181338,7,1179,3705,12/15/2014,1360,204,12/15/2014
"Fabrikam, Inc.",181737,4,1180,3919,12/16/2014,848682,127302.3,12/22/2014
"Litware, Inc.",181741,7,1181,1077,12/16/2014,338449,50767.35,12/22/2014
"Fabrikam, Inc.",182044,4,1182,5629,12/17/2014,848790,127318.5,12/22/2014
"Litware, Inc.",182048,7,1183,4094,12/17/2014,338504.1,50775.62,12/22/2014
"Fabrikam, Inc.",182475,4,1184,2134,12/18/2014,851892,127783.8,12/22/2014
"Litware, Inc.",182479,7,1185,3470,12/18/2014,340862.4,51129.36,12/22/2014
"Fabrikam, Inc.",182905,4,1186,4117,12/19/2014,856356,128453.4,12/22/2014
"Litware, Inc.",182909,7,1187,3399,12/19/2014,344795.8,51719.37,12/22/2014
"Fabrikam, Inc.",183578,4,1188,8168,12/22/2014,859344,128901.6,12/22/2014
"Litware, Inc.",183582,7,1189,1271,12/22/2014,345760.9,51864.14,12/22/2014
"Fabrikam, Inc.",183586,4,1190,336,12/22/2014,1560,234,12/22/2014
"Litware, Inc.",183590,7,1191,9981,12/22/2014,1157,173.55,12/22/2014
"Fabrikam, Inc.",183805,4,1192,6267,12/23/2014,860676,129101.4,12/29/2014
"Litware, Inc.",183809,7,1193,9383,12/23/2014,347742.1,52161.32,12/29/2014
"Fabrikam, Inc.",184210,4,1194,7543,12/24/2014,861384,129207.6,12/29/2014
"Litware, Inc.",184214,7,1195,3174,12/24/2014,348975.7,52346.36,12/29/2014
"Fabrikam, Inc.",184566,4,1196,9570,12/25/2014,863910,129586.5,12/29/2014
"Litware, Inc.",184570,7,1197,6254,12/25/2014,348891.4,52333.71,12/29/2014
"Fabrikam, Inc.",184969,4,1198,32,12/26/2014,865212,129781.8,12/29/2014
"Litware, Inc.",184973,7,1199,4312,12/26/2014,349918.7,52487.81,12/29/2014
"Fabrikam, Inc.",185346,4,1200,5451,12/29/2014,865560,129834,12/29/2014
"Litware, Inc.",185350,7,1201,4836,12/29/2014,349863.7,52479.56,12/29/2014
"Fabrikam, Inc.",185353,4,1202,3145,12/29/2014,672,100.8,12/29/2014
"Litware, Inc.",185355,7,1203,6317,12/29/2014,192,28.8,12/29/2014
"Fabrikam, Inc.",185733,4,1204,4918,12/30/2014,866496,129974.4,1/5/2015
"Litware, Inc.",185737,7,1205,7228,12/30/2014,349986.4,52497.96,1/5/2015
"Fabrikam, Inc.",186181,4,1206,6141,12/31/2014,869448,130417.2,1/5/2015
"Litware, Inc.",186185,7,1207,5942,12/31/2014,351127.1,52669.07,1/5/2015
"Fabrikam, Inc.",186575,4,1208,6262,1/1/2015,871344,130701.6,1/5/2015
"Litware, Inc.",186579,7,1209,7019,1/1/2015,350662.8,52599.42,1/5/2015
"Fabrikam, Inc.",187005,4,1210,5650,1/2/2015,875112,131266.8,1/5/2015
"Litware, Inc.",187009,7,1211,1845,1/2/2015,351430.7,52714.61,1/5/2015
"Fabrikam, Inc.",187383,4,1212,4810,1/5/2015,876588,131488.2,1/5/2015
"Litware, Inc.",187387,7,1213,9743,1/5/2015,352148.9,52822.34,1/5/2015
"Fabrikam, Inc.",187392,4,1214,2137,1/5/2015,2118,317.7,1/5/2015
"Fabrikam, Inc.",187846,4,1215,6853,1/6/2015,880266,132039.9,1/12/2015
"Litware, Inc.",187850,7,1216,458,1/6/2015,351686.2,52752.93,1/12/2015
"Fabrikam, Inc.",188113,4,1217,517,1/7/2015,881220,132183,1/12/2015
"Litware, Inc.",188117,7,1218,5751,1/7/2015,353422.9,53013.44,1/12/2015
"Fabrikam, Inc.",188378,4,1219,9682,1/8/2015,883830,132574.5,1/12/2015
"Litware, Inc.",188382,7,1220,1506,1/8/2015,357733.1,53659.97,1/12/2015
"Fabrikam, Inc.",188705,4,1221,8546,1/9/2015,885282,132792.3,1/12/2015
"Litware, Inc.",188709,7,1222,1357,1/9/2015,357969,53695.35,1/12/2015
"Fabrikam, Inc.",189117,4,1223,4035,1/12/2015,886644,132996.6,1/12/2015
"Litware, Inc.",189121,7,1224,3140,1/12/2015,357722.2,53658.33,1/12/2015
"Fabrikam, Inc.",189123,4,1225,4731,1/12/2015,768,115.2,1/12/2015
"Fabrikam, Inc.",189351,4,1226,3559,1/13/2015,887526,133128.9,1/19/2015
"Litware, Inc.",189355,7,1227,957,1/13/2015,357793.6,53669.04,1/19/2015
"Fabrikam, Inc.",189680,4,1228,3011,1/14/2015,887982,133197.3,1/19/2015
"Litware, Inc.",189684,7,1229,8271,1/14/2015,360994.3,54149.15,1/19/2015
"Fabrikam, Inc.",190155,4,1230,6862,1/15/2015,890316,133547.4,1/19/2015
"Litware, Inc.",190159,7,1231,4787,1/15/2015,364099.9,54614.99,1/19/2015
"Fabrikam, Inc.",190417,4,1232,8956,1/16/2015,892728,133909.2,1/19/2015
"Litware, Inc.",190421,7,1233,3679,1/16/2015,364056,54608.4,1/19/2015
"Fabrikam, Inc.",190745,4,1234,1835,1/19/2015,893268,133990.2,1/19/2015
"Litware, Inc.",190749,7,1235,1217,1/19/2015,364659.2,54698.88,1/19/2015
"Fabrikam, Inc.",190751,4,1236,8484,1/19/2015,1428,214.2,1/19/2015
"Fabrikam, Inc.",191225,4,1237,9234,1/20/2015,898482,134772.3,1/26/2015
"Litware, Inc.",191229,7,1238,1366,1/20/2015,363540.6,54531.09,1/26/2015
"Fabrikam, Inc.",191508,4,1239,5763,1/21/2015,901950,135292.5,1/26/2015
"Litware, Inc.",191512,7,1240,9314,1/21/2015,363200.6,54480.09,1/26/2015
"Fabrikam, Inc.",192044,4,1241,2298,1/22/2015,903534,135530.1,1/26/2015
"Litware, Inc.",192048,7,1242,4366,1/22/2015,363068.8,54460.32,1/26/2015
"Fabrikam, Inc.",192378,4,1243,3649,1/23/2015,906846,136026.9,1/26/2015
"Litware, Inc.",192382,7,1244,6391,1/23/2015,363891.3,54583.7,1/26/2015
"Fabrikam, Inc.",192775,4,1245,8079,1/26/2015,905814,135872.1,1/26/2015
"Litware, Inc.",192779,7,1246,9184,1/26/2015,366242,54936.3,1/26/2015
"Fabrikam, Inc.",192782,4,1247,9848,1/26/2015,1092,163.8,1/26/2015
"Litware, Inc.",192785,7,1248,3421,1/26/2015,1882.5,282.38,1/26/2015
"Fabrikam, Inc.",193207,4,1249,1882,1/27/2015,908022,136203.3,2/2/2015
"Litware, Inc.",193211,7,1250,1507,1/27/2015,369775.2,55466.28,2/2/2015
"Fabrikam, Inc.",193689,4,1251,2910,1/28/2015,910698,136604.7,2/2/2015
"Litware, Inc.",193693,7,1252,6506,1/28/2015,371667,55750.05,2/2/2015
"Fabrikam, Inc.",194057,4,1253,4425,1/29/2015,912384,136857.6,2/2/2015
"Litware, Inc.",194061,7,1254,7413,1/29/2015,372935.2,55940.28,2/2/2015
"Fabrikam, Inc.",194435,4,1255,9835,1/30/2015,915006,137250.9,2/2/2015
"Litware, Inc.",194439,7,1256,314,1/30/2015,374715.6,56207.34,2/2/2015
"Fabrikam, Inc.",194958,4,1257,164,2/2/2015,915414,137312.1,2/2/2015
"Litware, Inc.",194962,7,1258,1422,2/2/2015,374463.5,56169.53,2/2/2015
"Fabrikam, Inc.",194966,4,1259,1511,2/2/2015,1572,235.8,2/2/2015
"Litware, Inc.",194969,7,1260,9842,2/2/2015,438.8,65.82,2/2/2015
"Fabrikam, Inc.",195228,4,1261,1715,2/3/2015,916590,137488.5,2/9/2015
"Litware, Inc.",195232,7,1262,3664,2/3/2015,374505.7,56175.86,2/9/2015
"Fabrikam, Inc.",195734,4,1263,4039,2/4/2015,921078,138161.7,2/9/2015
"Litware, Inc.",195738,7,1264,271,2/4/2015,376944,56541.6,2/9/2015
